Id;Sex;Esc;Atv;Ric;Rend;Tvol;Pre;SG;EP;SM
26;2;2;2;1;3000;2;1;-1.01793069602414;-.592724830658684;-.182387777067235
52;2;2;2;1;4000;2;1;-.367837597449283;-.671233388726052;.484279690059673
48;2;2;2;2;4500;2;1; ;1.03622083757148;.492857240650212
44;2;0;3;1;1500;2;1;-1.2728835048005;-.912207360712916; 
55;2;2;2;1;6000;2;1;-1.19158652434326;-1.76015385867324; 
27;2;2;3;1;3000;2;1;-.977335092085542;.0602631957058232;.744570584277708
49;2;1;2;1;1200;2;1;1.67822607941238;1.075221401385;.515283937312628
60;2;0;3;2;4000;1;1; ; ; 
58;2;2;3;2;5000;2;1;-.66913357246028;.25286222871564;.275549979627034
58;2;1;2;2;3000;2;1; ; ;1.62900388880654
26;2;1;2;1;3000;2;2;.11889301141835;-.294625449071665;.184260488034443
43;2;2;2;1;2000;2;1;1.51814887975629;.105744034318385;-.220498641759494
25;2;2;3;1;4000;2;1;2.42119606842588;2.39303351604826;-.500187856825636
43;2;2;2;1;7000;2;1;-.533029864414186;-.338338390720868;.186997292661078
19;2;0;3;1;600;2;2;-.148873782167089;1.02504416391093;.516949593473321
38;2;2;3;1;2500;2;1;.215129045709158;-.0183892086597048; 
26;2;2;2;1;1000;2;1; ; ; 
38;2;2;2;1;5600;2;1; ;-1.5993571241991;1.66907114129736
31;2;2;3;1;6000;2;2; ; ;-.936078892558604
52;2;2;3;1;5000;2;1;-.954070329510817;-.0285619855963556;.743237285323511
54;2;2;2;1;9000;1;1;-.943591271281407;-.139038905054827;.962460225296386
47;2;2;2;2;5000;2;1;-.210934525022964;.278011029443445;.239887505367603
42;2;2;2;1; ;2;1;-.954070329510817;-1.3838306448908;1.68203723219286
54;2;2;2;1;5000;2;1; ; ;.45353420808817
41;2;2;2;1;1500;1;1; ; ;-.567370097135022
26;2;2;3;1;1500;2;1;-.718058363898234;-.999397178567477;.396279389759641
43;2;2;2;1;4000;1;1;.241481788208164;.0770417934175518;.170923175818625
56;2;2;2;2;4300;2;1;-.838972361681132;-1.13399667587176;.463859879625048
33;2;2;2;1;3000;2;1;-.533029864414186;-.565857965781222;1.1066478286009
53;2;2;2;1;3000;2;1;-.787982673190549;.252644551411381;.462791476720248
42;2;2;2;1;4000;2;1; ; ; 
34;2;2;2;2;3200;2;2;-.843682496313271;-.303086316896441;.741330711619476
52;2;2;2;1;5000;1;1;.899406205772393; ;1.21823125393959
54;2;0;2;2;1000;1;1;-.28642864669117;-.305461057219067;1.49038305780332
54;2;2;2;1;9000;1;1; ; ;.619641523890774
31;2;2;2;1;4000;2;1;.451367499762317;.647380594004724;-1.90207224511603
30;2;0;2;1;1000;2;1;.851875714452545; ;.484722971324354
49;2;2;2;1;8000;1;2;-.118632350968962;-.849240149426702;.396180846968915
53;2;2;2;1;7000;2; ; ; ; 
49;2;0;2;1;1500;2;2; ; ;-.505694973536039
51;2;2;2;1;2700;2;1; ; ;-.253200355040117
54;2;2;2; ;5000;2;1; ; ;-.593678661723644
39;2;2;3;1;2500;1;1;1.53580749378973;1.86518502839428;.896351230770223
58;2;1;2;1;3000;2;2;-.45173288395695;.0837285430816096;.324276174051985
55;2;2;3;2;10000;1;1;-.516695015661817; ;1.23504346392132
29;2;2;2;1;3000;2;1;.122632687477896;.367110544598609;-1.34648148993022
32;2;2;2;1;2500;2;1;.8323893670364;.64999230070655;-1.76429476118027
43;2;2;3;2;4000;1;1; ; ; 
34;2;2;2;1;2500;2;1; ; ;.732794924262133
58;2;2;2;2;10000;2;2;.51122268591242;1.04569930803582;-.798735647299199
59;2;2;2;1;4000;2;2; ; ; 
31;2;1;2;1;3200;1;1; ; ; 
32;2;2;3;2;3500;2;1; ;-.656087274739635;.437529184454172
28;2;1;2;1;1500;2;1; ; ; 
59;2;2;2;2;5000;1;1;-.235353984523167;-.337069484655812;1.42498719842971
39;2;1;2;2;1200;1;1;-.500008630195277;-.433024804659475;.17913154310319
45;2;1;2;1;3000;2;1;.432088878140236;.0871460957847393;-1.10195530618721
45;2;2;3;1; ; ;1;-.262291691081703;-.578540560126635;.552918081416535
33;2;1;3;1;2400;2;1;-.65703084850635;-1.49278824881489;1.11228645697156
27;2;2;3;2;5000;2;1;-.948867994703082;.181460596161913; 
35;2;2;2;1;5000;2;2;-.73830824408221;.956451931505868;-1.03855265883974
52;2;2;2;1;4000;2;1;.434781036948623;.472132544455801;-.58896194554324
 ;2;2;2;1;2000;2;1;-.939068913072698;-.44313952240296;1.345363745517
53;2;2;2;1;1400;2;1; ; ; 
46;2;2;2;1;6000;2;2;.53575101221115;.0930917819282863;-.210009613169034
42;2;1;3;2;2300;2;1;-.00753962658647012;-.462291501422155;-.0884765860920268
 ;2;2;3;2;3000;2;1;1.3142106034721; ; 
57;2;2;2;1;5000;2;1; ; ; 
26;2;2;3;1;2000;2;1;.032510749863817;.0925664200733668; 
46;2;1;3;1;1500;2;1;-1.0533553491211;-1.28434156353908;-.1777067869418
47;2;2;2;1;3000;2;1;-.506116771684887;-.152766504191015; 
49;2;2;2;2;8000;2;1;.287936924743675;1.45016065961319;-.304100781621656
32;2;2;3;2;2600;2;1; ; ; 
33;2;1;3;1;1110;1;1;.961895315756717;.877100519350784;1.26241801683398
46;2;2;3;2;8000;2;1;-.331555136683886;-.281994732816024;.633685448428361
56;2;2;3; ;3500;2;2;2.66096191054288;1.80762168593557;-2.64522943941261
55;2;2;3;2;8000;2;1;-.518868540838443;.74939934221764;.390278029792426
34;2;2;2;1;4000;2;2; ; ; 
18;2;0;3;2;600;2;1; ; ;-.389279493531238
71;2;0;3;2;3000;1;1;-.76522133681151;.229178227008338;.202340566945452
34;2;2;3;1;8000;2;2; ;-.843855290058977;-.50043216107613
31;2;2;2;2;2500;2;1; ; ;-1.39268797727133
33;2;2;2;1;3000;2;1;-.533029864414186;-.733239749811797;1.40350976580569
35;2;2;2;1;10000;2;2;-1.1631194269608;-.0544628524244901;-.0272025117813728
30;2;2;3;1;3900;1;1;-1.0714087770702;-.701853698553649;.748874114158626
35;2;1;2;2;2500;2;1;2.29659867890859;1.86189506118094;-.662079699595056
25;2;0;3;1;900;2;1;-.818695680638716;.388091067882958;.924772499048611
33;2;0;3;1;2100;2;1; ; ;.175620355011834
46;2;2;2;1;10000;1;1;-.156184471241994;-.275735500634223;1.08311617336722
30;2;2;3;1;3000;2;1;-.819605224539447;-.332567280745425;.177125644895504
43;2;0;2;1;1500;2;1; ; ; 
44;2;2;3;1;3800;1;1;-.909191071796015;-.168236570854519;.420770681193946
35;2;0;2;1;1500;2;1; ; ; 
20;2;0;3;1;400;2;1;1.05641162124869;1.02154333455084;-.571447498877781
27;2;2;3;1;2000; ;1; ; ;-.705138937913739
38;2;1;3;1;5000;1;1;-.959395051945938;-1.93240286941747; 
26;2;0;3;2;1300;2;1; ; ;.458908961092957
32;2;2;2;2;4000;2;2; ; ;.575737765105713
34;2;0;2;1; ;2;1;-1.07648855651358;-.99381767438294;-.0453251352372394
57;2;2;3;2;5000;1;1;-1.1631194269608;-1.25207680499897;1.58129609042876
26;2;2;3;1;4000;2;1;-1.04069203240318;-.322102185574964;-.1073296641004
31;2;2;3;2;2600;1;1;.325560906401518;1.03118040115753;-.743531630902537
59;2;2;3;1;10000;1;1; ;-1.38491413694232;.924945766827142
27;2;2;2;1;3000;2;1;-.348007587292186;-.336761439550561;.129635893143145
53;2;2;3;1; ;1;1;-.181374703483612;-.648252584290561; 
37;2;2;2;2; ;1;1; ; ;.088700266771186
49;2;2;3;1;4000;1;1;-.433656392368273;-.230254961847892;.524377133593871
31;2;2;2;2;9000;2;1;-.743388023525589;-1.50984897256437;1.08214149996263
56;2;2;3;2;8000;1;2;-.61014855056704;-.690912021714069;.580895891625923
48;2;2;2;2;3500;1;1;.0828423767613383;.609530139502704;.341604333070238
30;2;2;3;1;2500;2;1;.805322565797582;1.41555311571117;.649539423642649
37;2;2;2;1;6000;2;2;-.823159413461735;-.724260272305702;.916767211594242
39;2;2;2;1;9000;2;1;-.470075304582742;.376502405848635;-.333389031336247
28;2;2;2;1;4000;2;1; ;-.964983695728699;.810054908190248
47;2;2;2;1;2500;1;1;.122314667740564;.0759876819285658;.826363519920298
29;2;2;1;1;1400;2;2; ; ;.303569706204961
42;2;1;2;2;4000;2;1;2.53724871644424;1.16621367125811;-.937291046434064
42;2;0;2;2;900;1;1;1.11960580400346; ;-.901136420899354
47;2;1;2;1; ;1;1;-.745857678428031; ;1.36802226054949
25;2;1;3;1;2080;1;1;-.0443832503961402;.263787238396113;.255801438218946
50;2;2;3;2;5000;1;1; ; ; 
31;2;1;2;1; ;2;1; ; ;.684407372779235
35;2;2;3;1;5000;2;2; ; ;.360799171319721
53;2;1;2;2;3800;2;1;2.91366507203468;2.65830325672496;-2.13952121532188
38;2;2;3;1;2000;2;1;.143335081991425;.530828575059938;.852877008502322
56;2;1;2;1;1700;1;2;-.444270484538142;-.557646369666827;.989067461927062
50;2;2;2;1;2000;2;2;.985854308044979;2.12708520653002; 
51;2;2;2;1;5000;2;1;-.23748145169923;.229178227008338;.659085849671842
29;2;1;3;2;2800;2;2;-.624965872415156;-.575049265860617;.442833227304436
26;2;2;3;1;2000;2;1;.196138881707316;-.171758274934905;.247130665766125
35;2;1;2;1;760;2;1;1.43697429702101;1.02874432531166;-.118810595350907
36;2;2;2; ;4000;2;1; ; ;-.332297012097477
31;2;0;2;1;800;1;1;1.58424859696502;1.97883164006745;-.563729252784257
24;2;1;3;2;2000;1;1;-.218008803542287;.375102709177138;.765836157824541
41;2;1;2;1;3000;2;1;2.22479195258409;1.99879556897053; 
25;2;0; ;1; ;1;1;-1.2728835048005;-1.10661390464883;.474736114447876
20;2;0;3;1;400;2;2;.699542064486165;1.03413597096966;-.461031509661367
34;2;2;3;1;2200;2;2;.0909833352705584; ;-.285014751886858
29;2;0;1;1;1230;2;2;-.685538854523927;-.868994389049219;-.389939841901976
22;2;1;3;1;1500;2;2;-.243494943032387;.0322815446775397;.483165731833034
23;2;1;1;1;1500;2;1;.637709255872245;-1.36407640526828;.401277976405957
22;2;0;3;1;720;2;2;1.31329495322282;2.65762468788344;-2.41983378006492
25;2;2;1;2;2200;2;1;-.294003016410854;-.574808629877644;-.0763190051555219
24;2;1;1;1;1550;2;1;-.694582968779382;.602532588620218;.241394129783542
20;2;0;1;2; ;2;1; ; ;.643556848133035
57;2;2;2;2; ;1;1;-.876379755607728;-1.25080545442091; 
22;2;0;3;2;400;2;2;-1.2728835048005;-1.22135201004682;.867825364720752
52;2;2;2;1;10000;1;1; ; ;.590186070821761
24;2;0;1;2; ;1;1;-.240345686786776;-.359382653523722;.841460197843796
24;2;1;1;1;800;2;1;-.574160278514576;-.977983870273431;.0622154291193109
30;2;2;2;2;4000;2;2; ; ;-2.79635430675913
23;2;1;1;1;1500;2;1;-.40449365235441;-.149612538847755;-.324973332172417
33;2;2;1;1;2200;2;1;-1.04069203240318;-1.27829939604073;1.07507036774652
30;2;2;2;2;4000;2;2;2.83236809157745;2.65830325672496;-2.78151053170567
24;2;2;3;2;1000;1;1;-.5998602385951;-.146951913497447;-.175050863148499
32;2;1;1;1; ;2;2;-.870435249333391;-.572407071683828;.346571930367193
31;2;2;1;1;2200;2;2;1.15547715965838;.955337977396669;-1.73019320194558
49;2;2;1;1; ;2;1; ; ;-1.60499591015635
31;2;1;3;2; ;2;2; ; ; 
44;2;2;3;1;6000;1;1;-1.2728835048005;-1.24491267962167;.856304823381455
27;2;1;1;1; ;2;1;-.980199327173088;-.830857808090761;.866128286840436
22;2;0;1;1; ;2;1; ; ; 
35;2;2;1;1;2200; ;2; ;1.21507178790203; 
27;2;1;2;1;1000;2;1;1.9501297625822;1.31203533564753;-.801176917026418
30;2;2; ;1;2400;2;2;-.138958489842202; ;.0383132602569656
28;2;2;1;1;2600;2;2; ; ;.408037849015724
22;2;0;1;1; ;2;1;.254063007574665;.755911267650082;-.968185553410664
32;2;2;1;1;2200;2;2;-.231260663896204;-.431237256006637;.692807736806143
64;2;2;2;1; ; ;1;-.665316533362006;-1.43988345204758;.0822971320300573
40;2;2;3;1;6000;2;1; ; ; 
41;2;1;3;1;15000;1;1;.184465496091815;.798614381150058;.744793554885766
22;2;1;1;1;800;2;2; ; ;-.958237280445468
23;2;0;3;1;1000;2;2;1.24222582907339;.205068787925334;1.1960832862082
48;2;2;2;1; ;2;2; ; ; 
56;2;2;2;2;20000;1;1;-.92559406457349;-.848598578926857;1.85376203929936
27;2;1;3;2;1800;1;1;.00154539630410162;-1.1141444874087;.819874173203174
33;2;2;3;2;3000;1;1;-.669527110392627;-.296995041545433;.327798152709443
32;2;2;3;1;4000;2;1;-.823356357440031;.762784542279322;.154753689726786
49;2;1;2;1; ;2;1;-.809214618745664;-.980628586623819;1.19014121696621
58;2;0;3;1; ;1;1;-1.2728835048005; ;.981148802489368
30;2;2;2;1; ;2;1; ; ; 
30;2;2;3;1;4000;2;2;-.0545613519115169;-.039883193776516;.682625124882896
32;2;0;3;1;1000;2;1;-1.15045611024287;-.821277812890644;.437478016337686
26;2;2;3;1;3000;2;1; ; ;.44650896314561
73;2;1; ;2;12000;1;1;.1717966728943; ; 
23;2;1;3;1;2000;2;1;-.942647206900056;-.706245778177478;-.555112506632702
32;2;2;3;2;2500;2;1;-1.17126038547002;-1.25207680499897;1.18700318992532
32;2;2;2;1;7000;2;1;-.396564901161984;.208745418544293;.410544855974576
24;2;0;3;1;1000;2;1; ; ; 
32;2;2; ;1; ;1;1;1.77513407258489;1.83115820896112;-.243605661001373
28;2;2;1;2;2200;1;1; ; ;-2.4017616546459
28;2;2;3;2;5000;2;1;-1.17126038547002;-.979950017782291;.847786706725561
24;2;1;2;2; ;1;1;-.745143619688219;.257349682781842;.531123193000883
54;2;2;3;1;4000;2;1; ; ; 
27;2;2;1;1;2200;2;1; ; ;.754617896885471
42;2;2;3;1;3000;2;1; ; ;.748874114158626
22;2;1;3;1;1500;2;1; ; ;.0273722652338417
49;2;2;3;1;4000;2;1;-.301552450756675;.902026367945073;-.204208304892467
31;2;2;3;1;1350;2;1;1.4634138264095;1.2073654038833;-1.32567525516881
46;2;2;2;2;1800;2;1;.104421822034356;-.862482463616777; 
56;2;1;3;1;6000;1;1;.291073443952534;-.458552598770441;.738358835383114
28;2;2;3;1;2000;2;1; ; ;-.38977341860729
46;2;0;3;1;1500;2;1; ; ;-.603231220459602
41;2;0;3;1;900;1;1;.224293087090029; ;.128054670103989
39;2;2;3;2;4000;2;1;1.85503689118308;-.322507108784958;1.54403857438609
40;2;2;3;2;1500;1;1;-.420401551486944;-.846081971243853; 
31;2;2;3;1;3000;1;1;.279905107900922;.355351403559894;.46629407519686
25;2;1;3;2;1678;1;2; ; ;-1.50650251938232
21;2;0;3;1;1100;2;2; ; ;-1.00536355649979
29;2;2;1;1;2200;2;1;2.47521937696025;1.4168072611727;-1.72317498887449
30;2;1; ;1; ;2;2;.478193339942371;1.28784236382086;-1.57027885200605
20;2;0;1;2; ;2;1; ; ;.703302809111029
26;2;1;3;2;1400;2;1;.957901771684267;.336582811616235;-.199223229184146
34;2;0;3;1;1200;2;1;-.566830851786634;-1.25363802929783;.247876110953481
27;2;1;3;1;1800;2;2;-.808500560005851;-1.2854250555906;-.909487604646786
43;2;1;3;1;3000;1;1; ;-1.34357746453544;1.57823198717305
41;2;1;3;1;1800;2;1;-.037335370511725;-.422184048663215;.286783035244762
49;2;1;2;1;1700;2;1;.304643243364878;-.714953922737118;1.18928137277984
52;2;1;3;1;2000;2;1; ; ; 
52;2;1;3;1;800;2;1;-.741172479169756;-.705259153471363;1.30360901557083
31;2;2;3;1;1200;1;1;-.906448302303465;-1.6555697916746;.86451494687848
47;2;1;3;1;1300;2;1;1.90682935352215;1.45231868833651;-2.55733505267261
32;2;2;3;1;4000;1;2; ; ;-.583921721749916
31;2;2;1;2;2200;2;1;-.316308777254025;-.97788087805191;.955714674475708
27;2;1;3;2; ;1;1;-.403902128191011;1.67748342076728;-.529802824944692
24;2;1;1;2;1500;2;1; ; ; 
25;2;1;3;1;2500;2;1;-1.04802145913112;.0618628858321215;.720378555587715
39;2;2;2;2;2000;2;1;.860802423480365; ;.778237649127503
40;2;0;2;1;2000;2;1;.30377404095212;1.20296619219443;.669896588121616
42;2;2;3;1;5000;2;1;1.3337491685201;1.57328671877797;-2.41969876503115
22;2;0;1;1;760;2;2;-.208696334579439;.0491432369177459;-1.234653001576
22;2;0;1;1; ;2;2;-.533029864414186;-.724260272305702;-.526875011421816
20;2;1;1;2; ;2;1; ; ;-.315304981350072
23;2;2;3;1;3000;1;1;-.108932803359385;-.351728738631409;.751033606273698
18;2;0;1;2; ;2;1; ; ; 
28;2;2;1;1; ;2;1; ; ;.701363315760654
32;2;2;1;1; ;2;1;-.580199059689509;1.99324397786278;-.579408750020866
28;2;2;3;1;1600;1;1;-.511208007969303;-.0163383287337002;.096660546016213
55;2;2;3;1;5000;1;1;-1.08182244650356;-1.00644625445559;.800347027462802
27;2;2;3;1;1000;2;1; ; ; 
34;2;0;3;1;900;1;1;.723127256575012;1.4373710388852;-1.11992046856569
43;2;2;2;1;10000;2;2;-.224006603200022;-.401429711343884;.805863871805317
35;2;1;2;1;4000;1;1;2.41653768091073;2.14914271099917;-.107334702852712
56;2;2; ; ;2000;2;1;-.533029864414186;-.980628586623819;.796928583566264
29;2;2;2;1;2500;1;1;.0166438474438525;.0730689400552066;.163890225319223
47;2;2;3;1;3800;2;1;-.452446942696762;-.867545494302986;-.15310518140453
34;2;2;3;1;7000; ;1; ; ; 
26;2;1;3;1;800; ;1;1.59779077751073;.646830029362693;-.12023202550621
27;2;0;3;2;800;2;2;1.21357490000525;1.58201234387769;-.67354590743348
24;2;0;3;2;600;2;1;.505098867976089;.387543353062654;-2.13303484718829
25;2;1;3;2; ;2;1; ; ;.911993037932488
20;2;0;3;1;400;1;1; ; ; 
18;2;0; ;2; ;1;2; ;1.04909462300079;-2.33428592702678
29;2;1;2;1;3000;2;1; ;-.429412700434604;-.177824309321545
23;2;0;3;1; ;2;1; ;.602539679201283;-.257871270153493
24;2;0;3;1;300;2;1;2.53375502103844;1.75029755361801;-2.08512148313378
21;2;0;1;2; ;2;1;-.63095282579419;.342987966752794;.283427305180131
28;2;1;3;2;680;2;2;1.85046278585737;.226278114071456;-1.49165233976096
45;2;2;2;1;3000;2;1; ; ; 
23;2;1;2;2; ;1;1;.100204371270369;-.329841887572272;.853465768250011
30;2;2;1;1; ;2;1; ; ;-.256088534631114
20;2;0;3;1;700;1;2; ; ;-.243259187325987
28;2;1;2;1;3000;2;2;-.472537159184099; ;.101125464614097
37;2;0; ;1; ;2;1; ; ;-2.53132695315738
18;2;0;1;1;800;2;2; ; ;-1.58108331295776
25;2;1;1;2; ;2;1; ; ;-1.60991908667449
38;2;2;3;1;4000;2;1; ;1.34966768153758;-1.43444949093062
32;2;2;3;1;5000;2;1; ; ;.750331481482075
35;2;2;3;2;1450;2;1; ; ; 
26;2;1;3;2; ;1;2; ; ;-1.33039162519631
30;2;1;3;2;2000;1;1; ; ; 
30;2;1;3;2;1209;2;1;2.2580025201426;2.66209493683311;-2.39158131011249
27;2;2;2;1;3000;1;1;.122632687477896;-1.29685859332339;1.37782760135511
42;2;2;2;1;7000;2;1;-.712523008918986;1.17371529996379;-.118402719124293
53;2;2;3;2;7000;2;1;-.318778432156467;-.327009312695345;1.00598006382407
40;2;1;2;1;3000;2;1; ; ;.270923390602987
54;2;1;3;1;1200;1;1;-.34554709994461;-.695296483558751;.940456815473713
24;2;1;3;1;1200;2;1;-1.2728835048005;.274752578975631;.940783030900047
56;2;0;2;1; ; ;1;1.04885426027879; ; 
35;2;2;2;1;8000;2;2; ; ; 
30;2;2;2;1;2000;2;1;-.0117325082168103;-.0279641604788504;-1.32932115610793
24;2;2;3;1;2700;2;2;.528115727819604;.767377815031436;-.443351801804567
31;2;1;3;1;4000;2;1;.214456725177988;1.15193038643832;-.124559513579952
29;2;1;2;1;3000;2;1; ; ; 
32;2;1;3;1;1500;1;2;-1.2728835048005;-.96748576545441;1.85376203929936
